user_id,prompts_sent,average_mssd,max_mssd,average_threshold,max_threshold
01e7fa7a-c196-4b31-831c-bde0fec612b0,8,1.1176470588235294,3.0,1.617204301075269,1.9333333333333336
054043ec-b079-4189-87db-c7d11982cef7,7,2.166666666666667,8.666666666666666,3.6387096774193557,5.933333333333334
063b3c65-f0c3-4f22-ae34-47fe53ba8dbc,4,1.8737373737373737,4.0,3.406451612903226,4.0
0a1e7484-9c88-4314-9955-9c026b289b0f,3,1.0873015873015872,4.0,2.156989247311828,3.4000000000000004
0b99efe7-26fd-40e3-8dd5-30662a37beaf,4,1.3480392156862744,4.0,2.7548387096774194,3.466666666666667
0d14fbb9-881d-42c1-be29-2f579fde5289,4,0.9195402298850575,4.0,1.5827956989247314,1.6666666666666667
0df8622a-372d-4611-bf45-d84405e39e99,0,0.5158730158730158,1.0,1.0,1.0
0f46228d-4bcc-4744-8785-b75002721f00,6,1.5178571428571428,6.333333333333333,3.112820512820513,4.866666666666667
108c2cb3-2cdd-4c18-86d0-e1a8d17b1ebd,6,0.7070707070707071,2.0,1.2688172043010753,1.7333333333333334
138ca475-2d1b-4502-9e69-65f756118d15,6,0.7741935483870968,2.0,1.3075268817204304,1.6666666666666667
192f9d48-b41e-4c4b-b5c5-e17c62377576,7,0.22777777777777777,1.0,0.12688172043010768,0.6666666666666666
1959be84-144e-437c-8039-c1425ffb7a5f,7,1.8518518518518519,4.0,2.624444444444445,4.0
19bfc6b2-94b6-48c4-aa2a-f484e0c9311f,3,0.2685185185185185,1.0,0.5023809523809526,1.0
1f8e6496-6601-4c79-b819-b1c1f61a49e8,6,2.343137254901961,6.5,3.8322580645161293,4.666666666666667
222cabe9-67e3-4d65-9f0a-b7cf6834ad34,4,0.9705882352941176,3.3333333333333335,1.206451612903226,3.0
24604773-4bb7-4851-89a3-b699fb1e5d89,9,0.8186274509803921,1.6666666666666667,0.9483870967741936,1.2666666666666668
24dab776-ad0b-4768-a456-aae16983f1c6,0,0.7246376811594203,2.0,1.2696969696969698,1.8000000000000003
2bb85cf7-e8da-4523-a7cc-88d718d68fc4,5,0.421875,1.0,0.5956989247311827,0.6666666666666666
2c1abc5e-4bed-4bac-bd5b-56b4145baf47,3,0.4770114942528736,2.5,0.9075268817204302,1.5333333333333339
2f61905e-5f00-4712-8e7a-c367b307dd73,0,0.5217391304347826,1.0,0.9977011494252873,1.0
32ad44fe-e7a5-42ce-a5bc-736a06772a26,5,0.7638888888888888,4.0,0.7376344086021506,1.0
362b1f42-4085-48c0-bdfb-b4bf86b31f6c,5,1.84375,4.666666666666667,2.997849462365592,4.066666666666666
372458e0-4db5-4ef0-9063-7c406b16b1e1,7,0.3225806451612903,0.6666666666666666,0.5547619047619048,0.6666666666666666
3c456ef5-23fc-4248-8c1c-a35877957720,7,0.8535353535353536,2.0,0.9559139784946238,1.1333333333333353
3cf7db41-01d2-478d-87a4-d158dd602b95,7,2.3273809523809526,5.666666666666667,2.9577777777777783,4.0
3e30b44d-27db-4917-9265-c8e6a5f643e6,6,0.2745098039215686,1.0,0.5827956989247312,0.6666666666666666
432d7353-c185-4050-b59b-73c9867c5c3a,3,0.7733333333333333,2.0,1.0,1.0
450c00a5-fe35-4ac1-8973-53c9be71d2f8,10,0.6414141414141414,2.0,0.7935483870967742,1.2666666666666668
45c58559-592c-4ce7-a918-c3b1c94a650d,8,0.47849462365591394,1.6666666666666667,0.5784946236559141,1.0
47d087c0-0d07-418d-b1dc-c54866fa63e8,3,2.096774193548387,4.666666666666667,4.021505376344086,4.266666666666667
5090c6d6-8805-4a97-a435-8783de4b43a0,3,0.7150537634408601,4.0,0.9763440860215055,1.0
50a37b81-be87-4be8-b17f-56af64180492,0,0.20098039215686272,1.0,0.6236559139784947,1.0
5194f90d-7aee-4d38-b164-7671bb3f34ef,3,0.29166666666666663,1.0,0.5022222222222222,0.8
5c4717af-a190-4e93-818f-c986817a0d4e,3,1.0885416666666667,4.0,2.322580645161291,4.0
5cc1dc4d-0a92-4c6a-b15c-6ce4609fc4c8,4,0.6290322580645161,4.0,0.6817204301075269,1.0
5db4cdbd-db84-492c-be83-40422c0c7b23,9,0.6568627450980392,2.0,0.981720430107527,1.6666666666666667
5e5b657d-9975-4184-8f06-8195da10ae72,0,0.6439393939393939,1.0,1.0,1.0
5ed911a0-2d16-41c4-9f36-376e43dd0e20,4,1.4015151515151514,9.0,2.2752688172043016,3.9333333333333336
617d4997-cde6-468e-a0e2-fa1a966b4558,7,0.6060606060606061,1.6666666666666667,0.6752688172043011,0.8666666666666667
676f39ca-0d80-4126-b2d9-df8fd5a48ef8,0,1.0416666666666665,4.0,2.458064516129032,3.4000000000000004
6851da32-bf0d-4995-8348-e858c2e8bb68,1,0.19166666666666665,1.0,0.5311827956989248,0.8
68dd157e-b4e9-43f3-8559-e38b876a4321,1,1.476190476190476,9.0,2.161904761904762,3.466666666666667
68fd889c-9cdb-4fbd-90e8-4adb678b725a,11,1.3872549019607843,6.333333333333333,1.0731182795698924,1.6666666666666667
6dc85d4c-c655-4e46-86fa-d0367442d123,3,1.1818181818181819,2.6666666666666665,1.7784946236559143,2.166666666666667
6f394740-f2b0-4c6e-ba6a-94010d049ef0,5,0.7055555555555556,2.0,1.163440860215054,1.6666666666666667
70c222aa-463c-4214-bd9e-f781eae7962a,0,1.7133333333333334,4.0,4.0,4.0
73f6351e-8756-47c1-b473-b8bbc27db9c9,6,0.5860215053763441,2.0,0.8114942528735634,1.7333333333333334
77a99ac7-c3ec-4878-876c-11b3189721d1,5,2.793333333333333,16.0,3.4279569892473125,5.1333333333333355
79f3f105-715a-4f83-a6fc-777117023c7c,9,1.2941176470588236,3.0,1.9225806451612906,2.6666666666666665
7c513a38-5035-4916-a3ce-3b6cd336a0cb,0,0.5454545454545454,2.5,1.2731182795698925,2.166666666666667
817d49ea-e7d2-482f-8d46-ab88fe435a62,4,0.3480392156862745,1.0,0.5827956989247312,0.8
8628bf0a-0780-4664-b49a-2b41606bb649,2,1.5909090909090908,5.0,3.4451612903225812,4.866666666666667
880c369c-5d25-4a29-aba6-595d2571df89,10,0.965686274509804,4.0,0.827956989247312,1.6666666666666667
889a58f0-b9a6-4624-974e-d0f3f0068dd9,6,1.0123456790123457,2.5,1.6516129032258065,2.0
8dd4a57c-0cd4-49a9-bdf9-cdb90681b446,8,1.14367816091954,4.0,0.7741935483870968,1.1333333333333353
930c9da9-c13e-4f31-a6cd-5f260686abbc,2,0.16666666666666666,0.5,0.3282051282051282,0.3333333333333333
97b62226-9627-484c-9e08-c2124d07e57b,0,0.6875,1.0,1.0,1.0
97df6bcd-cb9a-42c2-89f5-737aae22deec,2,0.22916666666666666,1.0,0.08000000000000007,0.40000000000000036
992e70d7-ef99-4f1f-8b31-b2a4a67af621,3,0.37745098039215685,1.0,0.6623655913978495,0.8666666666666667
99d12896-4f4d-4fb1-a073-3a8063ff0a0b,7,0.5,1.0,0.5849462365591398,0.6666666666666666
9c31dc9d-9c4a-4fba-a2d8-39e2aca44e22,2,0.5637254901960784,2.5,1.1806451612903228,2.166666666666667
9e55b1de-7234-411a-a1a2-bc680c3e06c7,5,2.3722222222222222,9.0,3.948387096774194,4.333333333333334
9e9e1a99-edb5-4235-a95d-ecf8ab80ce56,4,0.8970588235294118,4.0,1.1333333333333335,1.8000000000000003
9f7b7d65-38bc-4b0d-a1ea-b5fac3437ab9,5,1.1559139784946237,4.0,1.5075268817204304,2.4000000000000004
a78921e7-ca17-4512-a610-927c4764a2a1,3,0.4733333333333334,1.6666666666666667,1.0064516129032257,1.1333333333333333
abe319d8-7c67-4a94-a361-ba3048bff7be,5,0.41666666666666663,1.0,0.6408602150537634,0.6666666666666666
acbb0a67-e05c-4cd5-8305-2063c1fd92c5,7,1.4301075268817205,5.0,2.008602150537635,4.333333333333334
afec95a8-f498-49ce-8ddc-5467cc423e7d,2,1.8725490196078431,8.666666666666666,4.288172043010753,6.2666666666666675
b023f31e-8dd7-41a4-bba1-09fc532184cc,3,0.8271604938271605,4.0,1.3419354838709678,3.2
b403c16f-ea48-494c-85bc-214633dd5ab7,2,0.32183908045977005,1.0,0.5935483870967742,1.0
b4668338-d127-4eb2-b6c8-63f14dd97e8d,1,2.1785714285714284,9.0,5.008602150537635,7.4
b79cd41b-fc5a-4595-8533-1437ecb86d2c,3,1.1419753086419753,4.0,1.2333333333333336,1.7333333333333343
b89e49f4-3254-4aed-a842-c90193366783,10,1.196078431372549,3.0,1.524731182795699,2.0
b9d81571-ce2e-477c-9952-c3005d3973e5,4,0.44949494949494945,2.0,0.8430107526881722,1.0
bd4794a9-3e5a-4d6c-9d21-c46945f5712a,5,0.058823529411764705,0.3333333333333333,0.10967741935483882,0.3333333333333333
be24c563-cc7d-44dc-85f9-887bfed6eeae,9,0.8260869565217391,4.0,0.6612903225806451,1.0
be61fc7b-4560-469a-822f-cf7e9ba44468,3,0.38461538461538464,1.0,0.7870967741935485,1.0
cac0eed5-50c6-4ef3-b1a2-3880d6921cf3,3,0.07971014492753623,1.0,0.006451612903225821,0.13333333333333344
ced8a2b5-5644-458d-9d9c-42fccd4878d6,8,0.45833333333333337,2.0,0.6620689655172416,1.6666666666666667
d27bf6e7-d792-4df2-b45e-41c072530778,1,0.2727272727272727,1.0,0.7161290322580645,1.0
d7fbd485-f293-4071-bb0e-4c1d512acfc2,7,1.1868686868686869,3.0,1.528888888888889,2.0
dac91791-c7c0-488f-9211-4d66a11c57ae,2,0.8630952380952381,4.0,1.6440860215053765,3.4000000000000004
dd81e009-24d6-4823-a305-2729952793e4,2,0.08666666666666666,0.6666666666666666,0.12903225806451618,0.43333333333333335
dec19413-bdc0-40b8-a581-f378478a4758,7,1.4195402298850575,4.0,1.930952380952381,2.200000000000001
e0e4be89-83db-4b36-9be2-51150fe0f370,0,0.8655913978494624,2.5,1.8301075268817206,2.3
e3b6a7a6-fa59-41d9-81f9-7882d2cdca7e,11,1.0119047619047619,4.0,0.9344086021505377,1.6000000000000003
